fixedacidity	volatileacidity	citricacid	residualsugar	chlorides	freesulfurdioxide	totalsulfurdioxide	density	pH	sulphates	alcohol	quality	Color
7.2000	0.6450	0	1.9000	0.0970	15	39	0.9968	3.3700	0.5800	9.2000	63	Red
7.1000	0.6000	0	1.8000	0.0740	16	34	0.9972	3.4700	0.7000	9.9000	63	Red
9.6000	0.7700	0.1200	2.9000	0.0820	30	74	0.9987	3.3000	0.6400	10.4000	63	Red
10.9000	0.3900	0.4700	1.8000	0.1180	6	14	0.9982	3.3000	0.7500	9.8000	63	Red
11.5000	0.4500	0.5000	3	0.0780	19	47	1.0003	3.2600	1.1100	11	63	Red
8.3000	0.2600	0.4200	2	0.0800	11	27	0.9974	3.2100	0.8000	9.4000	63	Red
9.5000	0.7800	0.2200	1.9000	0.0770	6	32	0.9988	3.2600	0.5600	10.6000	63	Red
9.1000	0.2200	0.2400	2.1000	0.0780	1	28	0.9990	3.4100	0.8700	10.3000	63	Red
12.4000	0.3500	0.4900	2.6000	0.0790	27	69	0.9994	3.1200	0.7500	10.4000	63	Red
9.7000	0.3100	0.4700	1.6000	0.0620	13	33	0.9983	3.2700	0.6600	10	63	Red
7.3000	0.5100	0.1800	2.1000	0.0700	12	28	0.9977	3.5200	0.7300	9.5000	63	Red
8.2000	0.3400	0.3800	2.5000	0.0800	12	57	0.9978	3.3000	0.4700	9	63	Red
9.4000	0.5000	0.3400	3.6000	0.0820	5	14	0.9987	3.2900	0.5200	10.7000	63	Red
12.6000	0.4100	0.5400	2.8000	0.1030	19	41	0.9994	3.2100	0.7600	11.3000	63	Red
5.8000	1.0100	0.6600	2	0.0390	15	88	0.9936	3.6600	0.6000	11.5000	63	Red
8.8000	0.6100	0.1900	4	0.0940	30	69	0.9979	3.2200	0.5000	10	63	Red
7.6000	0.7150	0	2.1000	0.0680	30	35	0.9953	3.4800	0.6500	11.4000	63	Red
6.8000	0.4100	0.3100	8.8000	0.0840	26	45	0.9982	3.3800	0.6400	10.1000	63	Red
8.4000	0.3600	0.3200	2.2000	0.0810	32	79	0.9964	3.3000	0.7200	11	63	Red
6.8000	0.4100	0.3100	8.8000	0.0840	26	45	0.9982	3.3800	0.6400	10.1000	63	Red
8.8000	0.2700	0.3900	2	0.1000	20	27	0.9955	3.1500	0.6900	11.2000	63	Red
9	0.4000	0.4300	2.4000	0.0680	29	46	0.9943	3.2000	0.6000	12.2000	63	Red
6.9000	0.4900	0.1900	1.7000	0.0790	13	26	0.9955	3.3800	0.6400	9.8000	63	Red
8.2000	0.6400	0.2700	2	0.0950	5	77	0.9975	3.1300	0.6200	9.1000	63	Red
7.2000	0.3500	0.2600	1.8000	0.0830	33	75	0.9968	3.4000	0.5800	9.5000	63	Red
7	0.5400	0.0900	2	0.0810	10	16	0.9948	3.4300	0.5900	11.5000	63	Red
8.9000	0.2400	0.3900	1.6000	0.0740	3	10	0.9970	3.1200	0.5900	9.5000	63	Red
7.3000	0.4000	0.3000	1.7000	0.0800	33	79	0.9969	3.4100	0.6500	9.5000	63	Red
8.2000	0.3800	0.3200	2.5000	0.0800	24	71	0.9962	3.2700	0.8500	11	63	Red
9.6000	0.4200	0.3500	2.1000	0.0830	17	38	0.9962	3.2300	0.6600	11.1000	63	Red
10.2000	0.4000	0.4000	2.5000	0.0680	41	54	0.9975	3.3800	0.8600	10.5000	63	Red
7.9000	0.5700	0.3100	2	0.0790	10	79	0.9968	3.2900	0.6900	9.5000	63	Red
10.9000	0.3200	0.5200	1.8000	0.1320	17	44	0.9973	3.2800	0.7700	11.5000	63	Red
12.6000	0.3900	0.4900	2.5000	0.0800	8	20	0.9992	3.0700	0.8200	10.3000	63	Red
8.5000	0.3700	0.3200	1.8000	0.0660	26	51	0.9946	3.3800	0.7200	11.8000	63	Red
7.2000	0.5700	0.0500	2.3000	0.0810	16	36	0.9956	3.3800	0.6000	10.3000	63	Red
10.4000	0.4300	0.5000	2.3000	0.0680	13	19	0.9960	3.1000	0.8700	11.4000	63	Red
5	0.3800	0.0100	1.6000	0.0480	26	60	0.9908	3.7000	0.7500	14	63	Red
6.7000	0.8600	0.0700	2	0.1000	20	57	0.9960	3.6000	0.7400	11.7000	63	Red
7.5000	0.6300	0.2700	2	0.0830	17	91	0.9962	3.2600	0.5800	9.8000	63	Red
6.7000	0.4600	0.2400	1.7000	0.0770	18	34	0.9948	3.3900	0.6000	10.6000	63	Red
7.6000	0.5400	0.0200	1.7000	0.0850	17	31	0.9959	3.3700	0.5100	10.4000	63	Red
7.2000	0.6050	0.0200	1.9000	0.0960	10	31	0.9950	3.4600	0.5300	11.8000	63	Red
7.2000	0.6700	0	2.2000	0.0680	10	24	0.9956	3.4200	0.7200	11.1000	63	Red
8.2000	0.2400	0.3400	5.1000	0.0620	8	22	0.9974	3.2200	0.9400	10.9000	63	Red
5.9000	0.4400	0	1.6000	0.0420	3	11	0.9944	3.4800	0.8500	11.7000	63	Red
7.6000	0.3500	0.6000	2.6000	0.0730	23	44	0.9966	3.3800	0.7900	11.1000	63	Red
7.1000	0.2200	0.4900	1.8000	0.0390	8	18	0.9934	3.3900	0.5600	12.4000	63	Red
6.4000	0.7900	0.0400	2.2000	0.0610	11	17	0.9959	3.5300	0.6500	10.4000	63	Red
7.9000	0.2900	0.4900	2.2000	0.0960	21	59	0.9971	3.3100	0.6700	10.1000	63	Red
6.7000	0.8550	0.0200	1.9000	0.0640	29	38	0.9947	3.3000	0.5600	10.7500	63	Red
6.2000	0.5100	0.1400	1.9000	0.0560	15	34	0.9940	3.4800	0.5700	11.5000	63	Red
8	0.3000	0.6300	1.6000	0.0810	16	29	0.9959	3.3000	0.7800	10.8000	63	Red
6.8000	0.6200	0.0800	1.9000	0.0680	28	38	0.9965	3.4200	0.8200	9.5000	63	Red
8.1000	0.2800	0.4000	6.9000	0.0500	30	97	0.9951	3.2600	0.4400	10.1000	63	White
8.1000	0.2800	0.4000	6.9000	0.0500	30	97	0.9951	3.2600	0.4400	10.1000	63	White
7	0.2700	0.3600	20.7000	0.0450	45	170	1.0010	3	0.4500	8.8000	63	White
7.4000	0.3400	0.4200	1.1000	0.0330	17	171	0.9917	3.1200	0.5300	11.3000	63	White
7.4000	0.2500	0.3600	2.0500	0.0500	31	100	0.9920	3.1900	0.4400	10.8000	63	White
7.2000	0.1900	0.3100	1.6000	0.0620	31	173	0.9917	3.3500	0.4400	11.7000	63	White
7.2000	0.3900	0.6300	11	0.0440	55	156	0.9974	3.0900	0.4400	8.7000	63	White
6	0.3400	0.6600	15.9000	0.0460	26	164	0.9979	3.1400	0.5000	8.8000	63	White
6.9000	0.1900	0.2800	5	0.0580	14	146	0.9952	3.2900	0.3600	9.1000	63	White
6.9000	0.2500	0.3000	4.1000	0.0540	23	116	0.9940	2.9900	0.3800	9.4000	63	White
8.2000	0.2300	0.4000	7.5000	0.0490	12	76	0.9966	3.0600	0.8400	9.7000	63	White
8.4000	0.2700	0.4600	8.7000	0.0480	39	197	0.9974	3.1400	0.5900	9.6000	63	White
6.7000	0.2400	0.4100	9.4000	0.0400	49	166	0.9954	3.1200	0.6100	9.9000	63	White
6.1000	0.1800	0.3600	2	0.0380	20	249.5000	0.9923	3.3700	0.7900	11.3000	63	White
5.3000	0.5850	0.0700	7.1000	0.0440	34	145	0.9945	3.3400	0.5700	9.7000	63	White
6.9000	0.3200	0.2600	8.3000	0.0530	32	180	0.9965	3.2500	0.5100	9.2000	63	White
5.9000	0.1500	0.3100	5.8000	0.0410	53	155	0.9945	3.5200	0.4600	10.5000	63	White
7.8000	0.2500	0.4100	3.7000	0.0420	37	149	0.9954	3.3600	0.4500	10	63	White
6.1000	0.1250	0.2500	3.3000	0.0400	10	69	0.9934	3.5400	0.5900	10.1000	63	White
7.8000	0.1800	0.4600	13.6000	0.0520	38	118	0.9980	3.1500	0.5000	10	63	White
5.5000	0.3350	0.3000	2.5000	0.0710	27	128	0.9924	3.1400	0.5100	9.6000	63	White
7.3000	0.2200	0.3700	14.3000	0.0630	48	191	0.9978	2.8900	0.3800	9	63	White
7.2000	0.2800	0.2600	12.5000	0.0460	48	179	0.9975	3.1000	0.5200	9	63	White
6.3000	0.2000	0.4000	1.5000	0.0370	35	107	0.9917	3.4600	0.5000	11.4000	63	White
7.3000	0.2800	0.3600	12.7000	0.0400	38	140	0.9980	3.3000	0.7900	9.6000	63	White
7	0.2100	0.2800	8.6000	0.0450	37	221	0.9954	3.2500	0.5400	10.4000	63	White
6	0.3700	0.3200	1	0.0530	31	218.5000	0.9924	3.2900	0.7200	9.8000	63	White
6.2000	0.1800	0.3800	1.5000	0.0280	36	117	0.9930	3.4700	0.5400	9.7000	63	White
7.4000	0.2600	0.3100	7.6000	0.0470	52	177	0.9962	3.1300	0.4500	8.9000	63	White
5.9000	0.6200	0.2800	3.5000	0.0390	55	152	0.9907	3.4400	0.4400	12	63	White
5.9000	0.1300	0.2800	1.9000	0.0500	20	78	0.9918	3.4300	0.6400	10.8000	63	White
6.1000	0.2800	0.2200	1.8000	0.0340	32	116	0.9898	3.3600	0.4400	12.6000	63	White
5.5000	0.3500	0.3500	1.1000	0.0450	14	167	0.9920	3.3400	0.6800	9.9000	63	White
8.2000	0.2200	0.3000	1.8000	0.0470	47	185	0.9933	3.1300	0.5000	10.2000	63	White
7.4000	0.2400	0.2200	10.7000	0.0420	26	81	0.9954	2.8600	0.3600	9.7000	63	White
7.3000	0.2000	0.3700	1.2000	0.0370	48	119	0.9920	3.3200	0.4900	10.9000	63	White
6.1000	0.1700	0.2800	4.5000	0.0330	46	150	0.9933	3.4300	0.4900	10.9000	63	White
6.2000	0.2900	0.2600	13.1000	0.0460	55	204	0.9974	3.1600	0.4100	9.6000	63	White
6.5000	0.2600	0.3200	16.5000	0.0450	44	166	1	3.3800	0.4600	9.5000	63	White
7.3000	0.6550	0.2000	10.2000	0.0710	28	212	0.9971	2.9600	0.5800	9.2000	63	White
7.3000	0.2050	0.3100	1.7000	0.0600	34	110	0.9963	3.7200	0.6900	10.5000	63	White
6.8000	0.1800	0.2800	8.5000	0.0470	52	242	0.9952	3.2200	0.5300	10.5000	63	White
7	0.2400	0.3400	1.4000	0.0310	27	107	0.9900	3.0600	0.3900	11.9000	63	White
6.3000	0.2700	0.4600	11.7500	0.0370	61	212	0.9971	3.2500	0.5300	9.5000	63	White
7.3000	0.2400	0.3400	15.4000	0.0500	38	174	0.9983	3.0300	0.4200	9	63	White
6	0.1900	0.7100	1.5000	0.1520	9	55	0.9927	3.1200	0.4600	9.8000	63	White
6	0.4100	0.2100	1.9000	0.0500	29	122	0.9928	3.4200	0.5200	10.5000	63	White
7.4000	0.3000	0.3000	5.2000	0.0530	45	163	0.9941	3.1200	0.4500	10.3000	63	White
8.3000	0.1500	0.3900	1.3000	0.0550	32	146	0.9930	3.0800	0.3900	10.5000	63	White
6.2000	0.3400	0.2900	7.6000	0.0470	45	232	0.9955	3.3500	0.6200	10	63	White
6.9000	0.2000	0.3600	1.5000	0.0310	38	147	0.9931	3.3500	0.5600	11	63	White
7.1000	0.2100	0.4000	1.2000	0.0690	24	156	0.9928	3.4200	0.4300	10.6000	63	White
6.5000	0.2900	0.2500	10.6000	0.0390	32	120	0.9962	3.3100	0.3400	10.1000	63	White
8	0.1800	0.3700	1.3000	0.0400	15	96	0.9912	3.0600	0.6100	12.1000	63	White
6	0.4000	0.3000	1.6000	0.0470	30	117	0.9931	3.1700	0.4800	10.1000	63	White
6.3000	0.5500	0.4500	13	0.0470	33	182	0.9974	3.2000	0.4600	9.2000	63	White
7.8000	0.3000	0.2900	16.8500	0.0540	23	135	0.9998	3.1600	0.3800	9	63	White
7.4000	0.2300	0.4300	1.4000	0.0440	22	113	0.9938	3.2200	0.6200	10.6000	63	White
7.6000	0.2100	0.4400	1.9000	0.0360	10	119	0.9913	3.0100	0.7000	12.8000	63	White
7	0.2600	0.4600	15.5500	0.0370	61	171	0.9986	2.9400	0.3500	8.8000	63	White
9.2000	0.2800	0.4100	1	0.0420	14	59	0.9922	2.9600	0.2500	10.5000	63	White
7.7000	0.2600	0.3100	1.3000	0.0430	47	155	0.9937	3.4200	0.5000	10.1000	63	White
6.2000	0.2100	0.3800	6.8000	0.0360	64	245	0.9951	3.0600	0.3600	9.3000	63	White
6.4000	0.2300	0.3000	7.1000	0.0370	63	236	0.9952	3.0600	0.3400	9.2000	63	White
7.3000	0.1800	0.6500	1.4000	0.0460	28	157	0.9946	3.3300	0.6200	9.4000	63	White
7.5000	0.3800	0.3300	5	0.0450	30	131	0.9942	3.3200	0.4400	10.9000	63	White
6.5000	0.2200	0.7200	6.8000	0.0420	33	168	0.9958	3.1200	0.3600	9.2000	63	White
7.3000	0.2200	0.4100	15.4000	0.0500	55	191	1	3.3200	0.5900	8.9000	63	White
10.7000	0.2200	0.5600	8.2000	0.0440	37	181	0.9980	2.8700	0.6800	9.5000	63	White
7.1000	0.2600	0.3200	5.9000	0.0370	39	97	0.9934	3.3100	0.4000	11.6000	63	White
8.1000	0.2900	0.4900	7.1000	0.0420	22	124	0.9944	3.1400	0.4100	10.8000	63	White
8.1000	0.2900	0.4900	7.1000	0.0420	22	124	0.9944	3.1400	0.4100	10.8000	63	White
7.2000	0.2200	0.4900	1	0.0450	34	140	0.9900	3.0500	0.3400	12.7000	63	White
7.1000	0.2900	0.4900	1.2000	0.0310	32	99	0.9893	3.0700	0.3300	12.2000	63	White
6.8000	0.2100	0.4900	14.5000	0.0600	50	170	0.9991	3.5500	0.4400	9.8000	63	White
8.2000	0.2200	0.4900	9.6000	0.0370	53	154	0.9951	3.0200	0.3300	10.6000	63	White
7.4000	0.2700	0.4900	1.1000	0.0370	33	156	0.9920	3.1500	0.5400	11.1000	63	White
7.9000	0.1200	0.4900	5.2000	0.0490	33	152	0.9952	3.1800	0.4700	10.6000	63	White
6.4000	0.1200	0.4900	6.4000	0.0420	49	161	0.9945	3.3400	0.4400	10.4000	63	White
7	0.2900	0.4900	3.8000	0.0470	37	136	0.9938	2.9500	0.4000	9.4000	63	White
6.4000	0.2600	0.4900	6.4000	0.0370	37	161	0.9954	3.3800	0.5300	9.7000	63	White
6.7000	0.2600	0.4900	8.3000	0.0470	54	191	0.9954	3.2300	0.4000	10.3000	63	White
5.8000	0.2300	0.2700	1.8000	0.0430	24	69	0.9933	3.3800	0.3100	9.4000	63	White
6.9000	0.1700	0.2200	4.6000	0.0640	55	152	0.9952	3.2900	0.3700	9.3000	63	White
9.2000	0.2300	0.3000	1.1000	0.0310	40	99	0.9929	2.9400	0.3000	10.4000	63	White
7.8000	0.3900	0.2600	9.9000	0.0590	33	181	0.9955	3.0400	0.4200	10.9000	63	White
6.8000	0.2300	0.2900	15.4000	0.0730	56	173	0.9984	3.0600	0.4100	8.7000	63	White
7.3000	0.1900	0.2400	6.3000	0.0540	34	231	0.9964	3.3600	0.5400	10	63	White
7	0.1900	0.2300	5.7000	0.1230	27	104	0.9954	3.0400	0.5400	9.4000	63	White
8.2000	0.1800	0.3100	11.8000	0.0390	96	249	0.9976	3.0700	0.5200	9.5000	63	White
8	0.2200	0.2800	14	0.0530	83	197	0.9981	3.1400	0.4500	9.8000	63	White
8	0.2500	0.2600	14	0.0430	41	248	0.9986	3.0300	0.5700	8.7000	63	White
6.8000	0.4300	0.3000	3.5000	0.0330	27	135	0.9906	3	0.3700	12	63	White
7.1000	0.1800	0.2600	1.3000	0.0410	20	71	0.9926	3.0400	0.7400	9.9000	63	White
7.4000	0.2100	0.3000	8.1000	0.0470	13	114	0.9941	3.1200	0.3500	10.5000	63	White
7.6000	0.1700	0.3500	1.6000	0.0470	43	154	0.9934	3.3600	0.6900	11.1000	63	White
8.4000	0.2000	0.3800	11.8000	0.0550	51	170	1.0004	3.3400	0.8200	8.9000	63	White
7.7000	0.2600	0.3400	6.4000	0.0500	36	163	0.9937	3.1900	0.7000	11.5000	63	White
8.3000	0.1700	0.3100	1.5000	0.0490	48	153	0.9942	3.1200	0.5800	9.4000	63	White
7.9000	0.1700	0.3200	1.6000	0.0530	47	150	0.9948	3.2900	0.7600	9.6000	63	White
6	0.2800	0.2700	2.3000	0.0510	23	147	0.9940	3.2300	0.6700	10.3000	63	White
8.9000	0.2400	0.3300	15.7500	0.0350	16	132	0.9960	3	0.3700	12.1000	63	White
7	0.2200	0.3200	1.6000	0.0450	40	120	0.9914	2.9800	0.4400	10.5000	63	White
6.9000	0.2500	0.3500	9.2000	0.0340	42	150	0.9947	3.2100	0.3600	11.5000	63	White
6.9000	0.2500	0.3500	9.2000	0.0340	42	150	0.9947	3.2100	0.3600	11.5000	63	White
6.1000	0.1500	0.2900	6.2000	0.0460	39	151	0.9947	3.6000	0.4400	10.6000	63	White
7.4000	0.2000	0.2900	1.7000	0.0470	16	100	0.9924	3.2800	0.4500	10.6000	63	White
6.4000	0.1600	0.2500	1.3000	0.0470	20	77	0.9933	3.6100	0.5400	10.2000	63	White
7.5000	0.4200	0.1900	6.9000	0.0410	62	150	0.9951	3.2300	0.3700	10	63	White
6.5000	0.2900	0.4200	10.6000	0.0420	66	202	0.9967	3.2400	0.5300	9.5000	63	White
7.5000	0.4200	0.2000	1.4000	0.0600	15	168	0.9944	3.0600	0.4000	9.4000	63	White
7.6000	0.2000	0.3400	1.8000	0.0410	42	148	0.9933	3.3500	0.6600	11.1000	63	White
7	0.2300	0.2600	7.2000	0.0410	21	90	0.9951	3.2200	0.5500	9.5000	63	White
7.9000	0.2500	0.3400	11.4000	0.0400	53	202	0.9971	3.1100	0.5700	9.6000	63	White
6.1000	0.1600	0.2900	6	0.0300	29	144	0.9947	3.6800	0.4600	10.7000	63	White
7.2000	0.2000	0.3000	2	0.0390	43	188	0.9911	3.3000	0.4100	12	63	White
6.4000	0.1700	0.3400	1.5000	0.0930	43	136	0.9938	3.2500	0.4900	9.6000	63	White
7.7000	0.3900	0.4900	7.7000	0.0360	11	110	0.9966	3.3300	0.7600	10	63	White
7.1000	0.3200	0.2900	4	0.0380	33	170	0.9946	3.2700	0.6400	10.2000	63	White
7.1000	0.2000	0.3000	0.9000	0.0190	4	28	0.9893	3.2000	0.3600	12	63	White
6.6000	0.3500	0.3500	6	0.0630	31	150	0.9954	3.1000	0.4700	9.4000	63	White
5.9000	0.4450	0.2600	1.4000	0.0270	23	109	0.9915	3.3000	0.3600	10.5000	63	White
7.6000	0.1000	0.3300	1	0.0310	33	93	0.9909	3.0600	0.6800	11.2000	63	White
7.2000	0.1900	0.2700	11.2000	0.0610	46	149	0.9977	2.9900	0.5900	9.3000	63	White
6.9000	0.3100	0.3200	1.2000	0.0240	20	166	0.9921	3.0500	0.5400	9.8000	63	White
6.7000	0.2600	0.3900	6.4000	0.1710	64	200	0.9956	3.1900	0.3800	9.4000	63	White
6.5000	0.1700	0.3100	1.5000	0.0410	34	121	0.9909	3.0600	0.4600	10.5000	63	White
5.8000	0.1300	0.2600	5.1000	0.0390	19	103	0.9948	3.3600	0.4700	9.3000	63	White
6.7000	0.1500	0.3800	1.7000	0.0370	20	84	0.9905	3.0900	0.5300	11.4000	63	White
6.1000	0.1600	0.3700	1.1000	0.0310	37	97	0.9922	3.4000	0.5800	10.5000	63	White
5.7000	0.2100	0.2500	1.1000	0.0350	26	81	0.9902	3.3100	0.5200	11.4000	63	White
6.9000	0.1400	0.3800	1	0.0410	22	81	0.9904	3.0300	0.5400	11.4000	63	White
6.7000	0.3900	0.3100	2.7000	0.0540	27	202	0.9948	3.4600	0.5700	10.5000	63	White
6.6000	0.2300	0.3000	14.9000	0.0510	33	118	0.9983	3.0400	0.5400	9	63	White
6.3000	0.2200	0.2200	5.6000	0.0390	31	128	0.9930	3.1200	0.4600	10.4000	63	White
7	0.2000	0.3100	8	0.0500	29	213	0.9960	3.2800	0.5700	10.4000	63	White
6.5000	0.2000	0.5000	18.1000	0.0540	50	221	0.9994	2.9400	0.6400	8.8000	63	White
5.9000	0.3400	0.3000	3.8000	0.0350	57	135	0.9902	3.0900	0.3400	12	63	White
6.2000	0.3300	0.4100	16.8000	0.0370	58	173	0.9988	3.2500	0.5700	9.4000	63	White
7.5000	0.2500	0.4700	4.1000	0.0410	95	163	0.9918	2.9200	0.5900	11.3000	63	White
8.5000	0.1900	0.4800	1.1000	0.0260	23	58	0.9918	2.9000	0.5000	10.5000	63	White
6.3000	0.1700	0.3200	4.2000	0.0400	37	117	0.9918	3.2400	0.4300	11.3000	63	White
6.2000	0.2500	0.3900	1.3000	0.0510	42	135	0.9906	3.2300	0.4000	11.1000	63	White
6.2000	0.2300	0.3600	17.2000	0.0390	37	130	0.9995	3.2300	0.4300	8.8000	63	White
6.2000	0.2300	0.3600	17.2000	0.0390	37	130	0.9995	3.2300	0.4300	8.8000	63	White
5.8000	0.3900	0.4700	7.5000	0.0270	12	88	0.9907	3.3800	0.4500	14	63	White
6.4000	0.1600	0.4200	1	0.0360	29	113	0.9908	3.1800	0.5200	11	63	White
7	0.2900	0.3500	1.4000	0.0360	42	109	0.9912	3.3100	0.6200	11.6000	63	White
7.4000	0.1900	0.3100	14.5000	0.0450	39	193	0.9986	3.1000	0.5000	9.2000	63	White
6.7000	0.1800	0.2400	10.3000	0.0570	64	185	0.9952	3.1200	0.5000	10.6000	63	White
6.5000	0.4300	0.2800	11.2500	0.0320	31	87	0.9922	3.0200	0.3800	12.4000	63	White
6.8000	0.2000	0.2800	12.6000	0.0480	54	136	0.9956	3.1900	0.3700	10.7000	63	White
6.4000	0.1700	0.2700	9.9000	0.0470	26	101	0.9960	3.3400	0.5000	9.9000	63	White
6	0.2200	0.2800	1.1000	0.0340	47	90	0.9886	3.2200	0.3800	12.6000	63	White
7.8000	0.2200	0.2600	9	0.0470	38	132	0.9970	3.2500	0.5300	10.2000	63	White
8.8000	0.3900	0.3500	1.8000	0.0960	22	80	0.9902	2.9500	0.5400	12.6000	63	White
7.4000	0.2900	0.2800	10.2000	0.0320	43	138	0.9951	3.1000	0.4700	10.6000	63	White
6.3000	0.1900	0.2900	5.5000	0.0420	44	189	0.9930	3.1900	0.4700	10.3000	63	White
6.8000	0.1700	0.3400	2	0.0400	38	111	0.9900	3.2400	0.4500	12.9000	63	White
6.8000	0.1900	0.3400	1.9000	0.0400	41	108	0.9900	3.2500	0.4500	12.9000	63	White
7.7000	0.4300	1	19.9500	0.0320	42	164	0.9974	3.2900	0.5000	12	63	White
6.7000	0.2400	0.3600	8.4000	0.0420	42	123	0.9947	3.3400	0.5200	10.9000	63	White
7.9000	0.3500	0.2800	12.9000	0.0320	13	63	0.9932	2.9900	0.4300	13	63	White
7.2000	0.2700	0.3100	1.2000	0.0310	27	80	0.9889	3.0300	0.3300	12.7000	63	White
7.3000	0.2000	0.2900	19.5000	0.0390	69	237	1.0004	3.1000	0.4800	9.2000	63	White
7.3000	0.2000	0.2900	19.9000	0.0390	69	237	1.0004	3.1000	0.4800	9.2000	63	White
7.6000	0.3800	0.2800	4.2000	0.0290	7	112	0.9906	3	0.4100	12.6000	63	White
6.3000	0.3200	0.3200	1.5000	0.0370	12	76	0.9899	3.3000	0.4600	12.3000	63	White
6.8000	0.1900	0.7100	17.5000	0.0420	21	114	0.9978	2.8500	0.5000	9.5000	63	White
6.8000	0.1500	0.4100	12.9000	0.0440	79.5000	182	0.9974	3.2400	0.7800	10.2000	63	White
7.5000	0.2400	0.3100	13.1000	0.0500	26	180	0.9988	3.0500	0.5300	9.1000	63	White
5.4000	0.2550	0.3300	1.2000	0.0510	29	122	0.9905	3.3700	0.6600	11.3000	63	White
5.6000	0.2600	0.1800	1.4000	0.0340	18	135	0.9917	3.3200	0.3500	10.2000	63	White
6.1000	0.2700	0.2800	9.8000	0.0420	61	125	0.9953	3.1400	0.4200	10.2000	63	White
6.8000	0.2500	0.3000	11.8000	0.0430	53	133	0.9952	3.0300	0.5800	10.4000	63	White
7.2000	0.1700	0.3400	6.4000	0.0420	16	111	0.9928	2.9900	0.4000	10.8000	63	White
8.3000	0.1800	0.3000	1.1000	0.0330	20	57	0.9911	3.0200	0.5100	11	63	White
5.1000	0.3500	0.2600	6.8000	0.0340	36	120	0.9919	3.3800	0.4000	11.5000	63	White
6.6000	0.2100	0.5000	8.7000	0.0360	41	191	0.9929	2.9600	0.5600	11	63	White
6	0.3100	0.3800	4.8000	0.0400	41	101	0.9897	3.2400	0.5600	13.1000	63	White
6.1000	0.2300	0.2700	9.8000	0.0550	74	134	0.9953	3.1600	0.4000	10.2000	63	White
6	0.2800	0.2400	17.8000	0.0470	42	111	0.9990	3.1000	0.4500	8.9000	63	White
6	0.2800	0.2400	17.8000	0.0470	42	111	0.9990	3.1000	0.4500	8.9000	63	White
6.1000	0.2200	0.3800	2.8000	0.1440	12	65	0.9908	2.9500	0.6400	11.4000	63	White
6.4000	0.1700	0.3000	2.8000	0.0340	33	125	0.9915	3.0300	0.4900	10.4000	63	White
6.5000	0.2900	0.5200	7.9000	0.0490	35	192	0.9955	3.1600	0.5100	9.5000	63	White
7.2000	0.2100	0.2900	3.1000	0.0440	39	122	0.9914	3	0.6000	11.3000	63	White
6.5000	0.1800	0.4800	18	0.0540	56	183	1.0004	2.9800	0.6100	8.5000	63	White
6.4000	0.1800	0.4800	18	0.0540	56	183	1.0004	2.9800	0.6100	8.5000	63	White
6.1000	0.2800	0.3000	7.7500	0.0310	33	139	0.9930	3.2200	0.4600	11	63	White
6.4000	0.2000	0.2200	7.4000	0.0320	53	172	0.9940	3.2400	0.5800	11	63	White
7.6000	0.2600	0.3200	1.3000	0.0480	23	76	0.9903	2.9600	0.4600	12	63	White
5.7000	0.2500	0.2700	10.8000	0.0500	58	116	0.9959	3.1000	0.5000	9.8000	63	White
6	0.2000	0.2500	2	0.0410	30	95	0.9908	3.2700	0.5600	11.1000	63	White
7.5000	0.3800	0.5600	9.7000	0.0550	15	170	0.9960	3.1300	0.6500	9.9000	63	White
6.7000	0.2400	0.3100	2.3000	0.0440	37	113	0.9901	3.2900	0.4600	12.9000	63	White
5.9000	0.3200	0.2000	14.4000	0.0500	29	144	0.9967	3.2400	0.4100	10.3000	63	White
5.6000	0.2300	0.2900	3.1000	0.0230	19	89	0.9907	3.2500	0.5100	11.2000	63	White
6	0.1700	0.2100	6	0.0500	26	134	0.9939	3.0800	0.5400	9.8000	63	White
6.7000	0.1100	0.2600	14.8000	0.0530	44	95	0.9968	3.2000	0.3500	9.8000	63	White
5.7000	0.2200	0.2900	3.5000	0.0400	27	146	0.9900	3.1700	0.3600	12.1000	63	White
5.7000	0.2200	0.2000	16	0.0440	41	113	0.9986	3.2200	0.4600	8.9000	63	White
6.2000	0.2400	0.2700	2.9000	0.0390	30	123	0.9896	3.1200	0.3700	12.8000	63	White
6.5000	0.3000	0.2800	11.4500	0.0410	29	109	0.9942	2.9800	0.3000	10.9000	63	White
6.4000	0.1800	0.2800	17.0500	0.0470	53	139	0.9972	3.2500	0.3500	10.5000	63	White
6.9000	0.4400	0.2700	5	0.0380	33	166	0.9912	3.2000	0.4200	12.2000	63	White
6.7000	0.2800	0.2800	4.5000	0.0510	14	92	0.9922	3.3600	0.5800	11.9000	63	White
6.9000	0.2900	0.2500	12.2000	0.0400	29	136	0.9955	3.0500	0.6500	10.4000	63	White
6.6000	0.3800	0.2900	2.9000	0.0350	15	101	0.9892	3.0400	0.3700	12.5000	63	White
6.7000	0.4800	0.4900	2.9000	0.0300	28	122	0.9893	3.1300	0.4000	13	63	White
5.8000	0.3000	0.3300	3.5000	0.0330	25	116	0.9906	3.2000	0.4400	11.7000	63	White
6.1000	0.2700	0.3200	1.1000	0.0340	24	110	0.9898	3.3600	0.4000	12.5000	63	White
6.4000	0.2400	0.2700	1.5000	0.0400	35	105	0.9891	3.1300	0.3000	12.4000	63	White
