'wMotor_mean'	'wMotor_std'	'wMotor_fftPeakIdx'	'wMotor_skewness'	'wMotor_kurtosis'	'wMotor_peak2peak'	'wMotor_peak2rms'	'wMotor_rms'	'wMotor_mad'	'wMotor_csRange'	'wMotor_pLow'	'wMotor_pMid'	'wMotor_pHigh'	'wMotor_pKur'	'iMotor_mean'	'iMotor_std'	'iMotor_fftPeakIdx'	'iMotor_skewness'	'iMotor_kurtosis'	'iMotor_peak2peak'	'iMotor_peak2rms'	'iMotor_rms'	'iMotor_mad'	'iMotor_csRange'	'iMotor_pLow'	'iMotor_pMid'	'iMotor_pHigh'	'iMotor_pKur'	'qIn_mean'	'qIn_std'	'qIn_fftPeakIdx'	'qIn_skewness'	'qIn_kurtosis'	'qIn_peak2peak'	'qIn_peak2rms'	'qIn_rms'	'qIn_mad'	'qIn_csRange'	'qIn_pLow'	'qIn_pMid'	'qIn_pHigh'	'qIn_pKur'	'pIn_mean'	'pIn_std'	'pIn_fftPeakIdx'	'pIn_skewness'	'pIn_kurtosis'	'pIn_peak2peak'	'pIn_peak2rms'	'pIn_rms'	'pIn_mad'	'pIn_csRange'	'pIn_pLow'	'pIn_pMid'	'pIn_pHigh'	'pIn_pKur'	'qOut_mean'	'qOut_std'	'qOut_fftPeakIdx'	'qOut_skewness'	'qOut_kurtosis'	'qOut_peak2peak'	'qOut_peak2rms'	'qOut_rms'	'qOut_mad'	'qOut_csRange'	'qOut_pLow'	'qOut_pMid'	'qOut_pHigh'	'qOut_pKur'	'pOut_mean'	'pOut_std'	'pOut_fftPeakIdx'	'pOut_skewness'	'pOut_kurtosis'	'pOut_peak2peak'	'pOut_peak2rms'	'pOut_rms'	'pOut_mad'	'pOut_csRange'	'pOut_pLow'	'pOut_pMid'	'pOut_pHigh'	'pOut_pKur'	'faultCode'
881.9388	6.2550	763	-0.1424	2.7253	37.7735	1.0189	881.9609	5.1098	1.2339e+06	5.4207	656.9703	85.9410	0.0718	38.4775	0.2531	763	-0.1348	2.8171	1.5510	1.0157	38.4784	0.2072	5.3831e+04	0.0167	1.1611	0.0922	0.0718	35.0534	3.4689	763	0.9842	5.0193	21.2340	1.4054	35.2245	2.4255	4.9044e+04	50.7503	119.9134	42.7385	1.2252	-0.1463	0.0160	763	-0.3554	3.4511	0.0979	1.3596	0.1472	0.0124	204.7243	0.0011	0.0015	0.0014	1.7009	33.7165	3.5233	763	-0.3512	2.5681	18.0613	1.2224	33.8999	2.8435	4.7167e+04	125.8251	135.0884	18.3424	1.2118	7.2111	0.0292	763	-0.2027	2.3607	0.1434	1.0087	7.2112	0.0239	1.0088e+04	0.0079	0.0093	0.0018	1.7054	001
881.8265	6.1792	763	-0.0935	2.8958	39.7102	1.0185	881.8481	5.0087	1.2337e+06	11.0216	610.8600	91.8845	0.0718	38.4793	0.2549	763	-0.1425	2.8325	1.5387	1.0162	38.4802	0.2085	5.3833e+04	0.0131	1.2298	0.0817	0.0718	35.0827	3.4903	763	0.9293	4.9080	20.2956	1.3538	35.2558	2.4604	4.9088e+04	63.6653	118.7243	34.0688	1.4676	-0.1467	0.0157	763	-0.3010	3.4652	0.0995	1.3709	0.1476	0.0122	205.2847	0.0013	0.0016	0.0009	0.5116	33.7458	3.5194	763	-0.3393	2.4988	17.6195	1.2111	33.9287	2.8583	4.7211e+04	115.8960	142.3617	20.6515	1.2925	7.2107	0.0292	763	-0.2530	2.5123	0.1548	1.0095	7.2108	0.0237	1.0088e+04	0.0084	0.0089	0.0014	1.2118	001
885.7056	6.2366	763	-0.1711	3.0136	39.7321	1.0189	885.7276	5.0188	1.2391e+06	16.6039	615.6919	81.3298	0.0718	38.6442	0.2520	763	-0.1560	2.6563	1.4814	1.0158	38.6451	0.2063	5.4064e+04	0.0270	1.1130	0.0806	0.0718	34.8743	3.1606	763	0.4853	3.9539	18.7293	1.3242	35.0171	2.3358	4.8794e+04	58.8091	83.5105	37.7448	2.0241	-0.1457	0.0148	763	-0.1341	3.2243	0.1016	1.3745	0.1465	0.0116	203.8354	0.0008	0.0014	0.0010	1.7862	32.8746	4.1900	722	-0.2290	2.2975	21.1496	1.2366	33.1403	3.5170	4.5987e+04	266.8476	158.8747	27.1554	2.0241	7.2046	0.0344	722	-0.1037	2.1679	0.1735	1.0103	7.2046	0.0291	1.0079e+04	0.0160	0.0108	0.0015	1.8356	001
884.3099	6.1929	763	-0.1288	2.6804	38.4358	1.0198	884.3316	5.0777	1.2372e+06	13.5782	588.9483	76.4678	0.0718	38.5913	0.2528	763	-0.0577	2.5900	1.5004	1.0188	38.5921	0.2084	5.3990e+04	0.0295	1.3030	0.0926	0.0718	34.9524	3.2610	763	0.6518	4.3546	19.8702	1.3497	35.1041	2.3786	4.8903e+04	64.5673	97.8589	33.5369	0.8662	-0.1463	0.0151	763	-0.1882	3.2111	0.0995	1.3672	0.1471	0.0119	204.6953	0.0012	0.0016	0.0012	1.3150	33.1725	3.9336	763	-0.1914	2.2956	19.5417	1.2455	33.4048	3.2703	4.6404e+04	194.3986	159.7037	19.1478	1.4586	7.2064	0.0323	763	-0.1405	2.2650	0.1551	1.0096	7.2064	0.0269	1.0082e+04	0.0146	0.0101	0.0015	3.0698	001
880.8611	6.1188	763	-0.1204	2.7043	33.3356	1.0176	880.8823	4.9936	1.2323e+06	9.4573	609.5489	91.9990	0.0718	38.4320	0.2483	763	-0.1366	2.7226	1.5139	1.0149	38.4328	0.2052	5.3767e+04	0.0196	1.1503	0.0920	0.0718	35.1134	3.5918	639	1.0326	5.0559	20.6246	1.3567	35.2965	2.4997	4.9126e+04	57.5356	131.6456	34.0333	1.2521	-0.1469	0.0162	763	-0.4543	3.7556	0.1027	1.3989	0.1478	0.0125	205.5028	0.0008	0.0018	0.0012	1.4721	34.0066	3.2909	763	-0.4071	2.5248	16.7937	1.2135	34.1654	2.6734	4.7571e+04	85.5406	136.1854	18.5183	2.8050	7.2132	0.0275	763	-0.3158	2.5734	0.1551	1.0098	7.2133	0.0223	1.0091e+04	0.0055	0.0087	0.0014	2.7691	001
881.9519	6.0742	763	-0.0708	2.8347	38.8609	1.0183	881.9728	4.9454	1.2339e+06	14.7848	625.2455	91.5020	0.0718	38.4769	0.2529	763	-0.1584	2.7220	1.5628	1.0157	38.4777	0.2080	5.3830e+04	0.0192	1.1332	0.0982	0.0718	35.1002	3.4732	763	0.9456	4.8663	20.6085	1.3690	35.2715	2.4479	4.9111e+04	59.3464	119.3020	30.4576	3.0473	-0.1468	0.0158	763	-0.3686	3.5819	0.1009	1.4119	0.1476	0.0121	205.3874	0.0010	0.0015	0.0011	1.4765	33.7633	3.5000	763	-0.3477	2.5660	18.9157	1.2043	33.9441	2.8462	4.7234e+04	110.8533	126.8438	23.0107	2.7242	7.2107	0.0286	763	-0.2584	2.4665	0.1435	1.0088	7.2107	0.0233	1.0088e+04	0.0078	0.0096	0.0013	1.1714	001
876.0956	6.1230	762	-0.0781	2.9614	41.7008	1.0188	876.1170	4.9551	1.2257e+06	9.9747	663.6551	94.4982	0.0718	38.2292	0.2530	762	-0.1407	2.6755	1.5735	1.0177	38.2300	0.2081	5.3483e+04	0.0100	1.1976	0.0883	0.0718	35.5380	4.1688	742	1.4461	5.6879	22.1014	1.4130	35.7815	2.7781	4.9718e+04	71.3797	178.7331	38.4492	1.4137	-0.1482	0.0186	742	-0.7774	4.3293	0.1282	1.4485	0.1493	0.0137	207.2559	0.0011	0.0032	0.0012	0.1346	35.5622	2.7738	762	-0.7165	2.7142	14.0638	1.1616	35.6701	2.2830	4.9749e+04	0.7743	113.6816	15.9231	1.1444	7.2260	0.0237	762	-0.6188	2.7146	0.1307	1.0076	7.2261	0.0195	1.0109e+04	0	0.0083	0.0016	0.0763	000
885.6733	6.1854	763	-0.1405	3.0505	40.8388	1.0195	885.6949	4.9867	1.2391e+06	17.8769	608.3617	90.0565	0.0718	38.6434	0.2511	763	-0.0966	2.6706	1.4752	1.0157	38.6442	0.2065	5.4063e+04	0.0188	1.1371	0.1004	0.0718	34.8676	3.1658	763	0.5185	4.0674	18.4607	1.3207	35.0110	2.3367	4.8785e+04	60.2056	87.9932	33.9688	2.9217	-0.1457	0.0148	763	-0.0948	3.2694	0.0952	1.3538	0.1464	0.0115	203.8018	0.0012	0.0010	0.0012	2.4325	32.8679	4.1606	722	-0.2045	2.2742	19.8199	1.2392	33.1300	3.4959	4.5978e+04	260.5943	157.7453	26.5894	2.9262	7.2046	0.0339	722	-0.0946	2.1442	0.1666	1.0103	7.2047	0.0287	1.0079e+04	0.0173	0.0106	0.0017	0.4039	001
884.2823	6.0906	763	-0.0957	2.7645	36.8244	1.0177	884.3032	4.9329	1.2371e+06	9.3512	571.9737	99.7734	0.0718	38.5893	0.2516	763	-0.1202	2.8390	1.6087	1.0194	38.5901	0.2045	5.3987e+04	0.0283	1.2412	0.1184	0.0718	34.9422	3.2538	763	0.6394	4.3013	19.8231	1.3490	35.0933	2.3614	4.8889e+04	60.1868	89.1338	30.4122	0.8796	-0.1464	0.0151	763	-0.2081	3.3562	0.0965	1.3815	0.1471	0.0119	204.7822	0.0011	0.0016	0.0012	0.5027	33.1623	3.9441	763	-0.2175	2.2819	18.7572	1.2434	33.3959	3.2903	4.6389e+04	203.1922	154.5009	21.4795	2.7242	7.2063	0.0323	763	-0.1613	2.2489	0.1672	1.0104	7.2064	0.0271	1.0082e+04	0.0141	0.0097	0.0015	1.8894	001
880.7991	6.1716	763	-0.1290	2.8729	39.0782	1.0191	880.8207	5.0164	1.2323e+06	11.6704	647.7432	117.8360	0.0718	38.4315	0.2571	763	-0.1745	2.7105	1.5697	1.0175	38.4324	0.2131	5.3766e+04	0.0157	1.2412	0.0944	0.0718	35.1047	3.6067	742	1.0345	5.1784	20.7657	1.3835	35.2894	2.5025	4.9115e+04	54.3209	125.3192	35.4386	2.2440	-0.1470	0.0164	742	-0.4380	3.7939	0.1080	1.3916	0.1479	0.0125	205.6452	0.0010	0.0017	0.0011	0.8707	33.9979	3.3442	763	-0.3768	2.4955	15.7875	1.1848	34.1618	2.7289	4.7560e+04	91.7298	139.6598	20.8088	2.2395	7.2131	0.0272	763	-0.3130	2.5090	0.1378	1.0082	7.2132	0.0222	1.0091e+04	0.0058	0.0090	0.0014	0.8707	001
877.8661	6.2963	762	-0.1029	2.8366	42.3689	1.0217	877.8887	5.1188	1.2281e+06	5.8751	669.1052	91.9882	0.0718	38.3040	0.2543	762	-0.1709	2.7887	1.4620	1.0156	38.3049	0.2078	5.3588e+04	0.0035	1.0980	0.0783	0.0718	35.3706	3.9641	742	1.3550	5.6345	23.1249	1.4407	35.5919	2.6823	4.9485e+04	73.8479	154.5338	40.6177	2.6120	-0.1481	0.0172	742	-0.6140	4.0055	0.1142	1.4485	0.1491	0.0129	207.1903	0.0013	0.0022	0.0011	2.4953	34.9473	2.8854	824	-0.6594	2.7551	15.3881	1.1771	35.0661	2.3513	4.8889e+04	13.1771	112.0810	21.5038	2.6075	7.2203	0.0243	824	-0.5322	2.6051	0.1253	1.0069	7.2204	0.0198	1.0101e+04	0.0012	0.0084	0.0016	0.0718	001
881.9564	6.3378	763	-0.2326	2.9252	39.6631	1.0190	881.9792	5.1549	1.2339e+06	6.6197	686.9542	76.7650	0.3590	38.4770	0.2531	763	-0.2486	2.7925	1.4401	1.0152	38.4778	0.2075	5.3830e+04	0.0196	1.0834	0.0896	0.0718	35.0819	3.4913	763	0.9172	4.6839	20.0116	1.3680	35.2550	2.5036	4.9084e+04	59.4552	117.9699	32.3773	1.0771	-0.1464	0.0161	763	-0.2880	3.4676	0.1108	1.4335	0.1473	0.0126	204.8937	0.0007	0.0016	0.0016	2.6075	33.7449	3.5180	763	-0.3499	2.5075	17.6154	1.2211	33.9277	2.8717	4.7207e+04	112.5788	145.2678	22.5770	2.6793	7.2110	0.0292	763	-0.2090	2.3956	0.1531	1.0093	7.2111	0.0240	1.0088e+04	0.0070	0.0088	0.0017	2.6075	001
879.6305	6.2344	763	-0.1501	2.7952	35.8879	1.0176	879.6526	5.0369	1.2306e+06	11.8498	599.8301	87.8280	0.0718	38.3832	0.2529	763	-0.2135	2.7508	1.4366	1.0138	38.3840	0.2078	5.3699e+04	0.0109	1.2231	0.0885	0.0718	35.2273	3.7126	742	1.1363	5.3008	21.9224	1.3997	35.4222	2.5691	4.9286e+04	61.2190	132.6367	29.7442	1.3150	-0.1470	0.0166	742	-0.4726	3.5780	0.1068	1.4106	0.1480	0.0128	205.7006	0.0009	0.0018	0.0011	1.6650	34.3426	3.0754	763	-0.4343	2.6374	16.5699	1.2001	34.4799	2.4769	4.8042e+04	48.0701	114.9928	16.7666	1.3150	7.2158	0.0259	763	-0.3446	2.5819	0.1365	1.0084	7.2158	0.0211	1.0095e+04	0.0033	0.0086	0.0012	0.0673	001
881.8507	6.1695	702	-0.1672	2.7464	38.5409	1.0184	881.8723	5.0389	1.2337e+06	10.3049	670.3940	87.8200	0.0718	38.4826	0.2494	763	-0.1546	2.8010	1.4770	1.0164	38.4834	0.2040	5.3838e+04	0.0272	1.1505	0.0689	0.0718	35.0418	3.4674	763	0.9239	4.9211	20.3768	1.3666	35.2128	2.4642	4.9028e+04	55.6512	104.3728	35.6687	2.9396	-0.1464	0.0159	763	-0.3877	3.6555	0.1131	1.4270	0.1472	0.0122	204.7926	0.0008	0.0015	0.0009	0.6149	33.7049	3.4858	763	-0.3500	2.6071	16.7747	1.1953	33.8845	2.8171	4.7151e+04	122.1347	140.9099	19.9647	0.9829	7.2111	0.0284	763	-0.1410	2.4327	0.1614	1.0109	7.2111	0.0232	1.0088e+04	0.0074	0.0085	0.0013	0.6149	001
878.8283	6.1254	763	-0.1295	2.8556	38.0358	1.0199	878.8496	4.9580	1.2295e+06	10.4872	638.3016	68.4990	0.0718	38.3420	0.2533	763	-0.1879	2.7704	1.4553	1.0168	38.3429	0.2066	5.3641e+04	0.0100	1.2386	0.1005	0.0718	35.2681	3.8386	660	1.2632	5.6646	22.5431	1.4118	35.4763	2.6179	4.9342e+04	63.7375	145.4592	39.7747	1.4451	-0.1477	0.0171	742	-0.6574	4.1536	0.1208	1.4434	0.1487	0.0129	206.6890	0.0012	0.0020	0.0012	0.9829	34.6162	2.9736	824	-0.5818	2.8303	16.3078	1.1790	34.7436	2.3869	4.8425e+04	30.3148	116.3224	14.7423	1.4496	7.2179	0.0250	824	-0.4380	2.6794	0.1433	1.0077	7.2179	0.0202	1.0098e+04	0.0023	0.0091	0.0016	0.9829	001
878.7411	6.2047	763	-0.1692	2.8492	38.2447	1.0194	878.7630	5.0216	1.2294e+06	7.7679	666.6810	100.3893	0.0718	38.3386	0.2541	763	-0.1499	2.7114	1.5247	1.0175	38.3394	0.2090	5.3636e+04	0.0145	1.1383	0.0859	0.0718	35.3109	3.8113	742	1.2407	5.4063	20.6555	1.3750	35.5158	2.5960	4.9400e+04	64.8628	144.3482	30.9131	0.3231	-0.1476	0.0169	742	-0.5762	3.9731	0.1146	1.4244	0.1486	0.0127	206.5009	0.0010	0.0023	0.0010	1.0726	34.6590	2.9728	824	-0.5680	2.7331	15.4657	1.1846	34.7861	2.4207	4.8484e+04	25.3050	127.2801	16.0200	1.7593	7.2180	0.0250	824	-0.4763	2.7945	0.1427	1.0079	7.2180	0.0200	1.0098e+04	0.0021	0.0078	0.0012	0.0673	001
875.8323	6.1961	762	-0.1664	2.9615	37.5911	1.0195	875.8542	4.9959	1.2253e+06	10.7370	598.4441	89.0046	0.0718	38.2205	0.2554	762	-0.1988	2.8816	1.6475	1.0179	38.2214	0.2071	5.3471e+04	0.0062	1.1472	0.0998	0.0718	35.4775	5.6643	742	0.9035	4.0174	27.9430	1.4652	35.9265	3.8964	4.9635e+04	268.6475	274.0156	47.1982	0.9739	-0.1480	0.0232	742	-0.5710	3.6477	0.1388	1.5099	0.1498	0.0174	207.0087	0.0038	0.0035	0.0011	1.0951	35.5074	2.7688	762	-0.6790	2.6928	14.3235	1.1600	35.6151	2.2808	4.9673e+04	0.4993	101.2670	19.5416	2.2709	7.2257	0.0234	762	-0.6414	2.6830	0.1137	1.0063	7.2258	0.0191	1.0109e+04	0.0001	0.0073	0.0012	0.0763	010
896.5801	8.4753	764	-0.5805	3.7359	53.7048	1.0219	896.6201	6.5668	1.2543e+06	175.9107	623.7370	106.2121	0.0673	39.1128	0.3583	764	-0.6630	3.6462	2.2908	1.0221	39.1144	0.2791	5.4720e+04	0.3403	1.3053	0.1098	0.5071	35.5404	8.0644	722	-0.0223	2.2336	31.0322	1.4200	36.4432	6.1929	4.9725e+04	999.9926	223.6778	45.7662	0.7944	-0.1487	0.0335	722	0.0862	2.4249	0.1517	1.4788	0.1524	0.0264	207.9914	0.0168	0.0037	0.0012	2.2799	35.6033	3.5588	764	-1.2181	4.7783	21.0199	1.1648	35.7806	2.7946	4.9805e+04	31.9673	133.6386	79.6653	1.1714	7.2269	0.0293	764	-1.0585	4.3727	0.1836	1.0080	7.2269	0.0231	1.0110e+04	0.0025	0.0081	0.0055	0.0718	010
896.3477	8.4906	764	-0.6046	3.5756	57.1484	1.0249	896.3879	6.6549	1.2540e+06	182.0502	710.4255	106.5784	0.5027	39.1204	0.3633	764	-0.6790	3.7681	2.2160	1.0213	39.1221	0.2809	5.4730e+04	0.3592	1.2417	0.0985	0.0673	35.5815	8.0614	722	-0.0322	2.2272	31.3884	1.4187	36.4827	6.1859	4.9784e+04	991.1452	228.2094	49.2338	2.6838	-0.1490	0.0334	722	0.0859	2.3949	0.1610	1.4959	0.1527	0.0265	208.4937	0.0170	0.0032	0.0012	0.7854	35.6444	3.6190	722	-1.2416	4.8079	22.5292	1.1664	35.8275	2.8438	4.9865e+04	34.8167	141.1965	86.6851	0.8976	7.2265	0.0291	764	-0.9691	3.9745	0.1736	1.0078	7.2266	0.0232	1.0110e+04	0.0020	0.0092	0.0049	0.0718	010
875.6670	6.2344	762	-0.1837	2.9609	38.6855	1.0197	875.6891	5.0363	1.2251e+06	3.1462	582.7633	87.8176	0.0718	38.2033	0.2503	762	-0.1594	2.7822	1.3926	1.0158	38.2042	0.2043	5.3447e+04	0.0077	1.2042	0.0951	0.0718	35.4226	5.1817	742	1.1465	4.6725	26.5886	1.4714	35.7993	3.4906	4.9556e+04	176.7829	245.1188	46.0443	0.4129	-0.1482	0.0217	742	-0.7655	4.0761	0.1305	1.5276	0.1498	0.0158	207.3751	0.0031	0.0037	0.0013	0.2289	35.4401	2.7637	762	-0.7036	2.7255	13.5998	1.1460	35.5476	2.2783	4.9578e+04	0.4423	116.5801	19.6942	0.4802	7.2255	0.0232	762	-0.6415	2.6511	0.1127	1.0062	7.2255	0.0191	1.0108e+04	0	0.0071	0.0015	0.0763	010
875.8371	6.1606	762	-0.1480	2.9289	35.8026	1.0187	875.8588	4.9669	1.2253e+06	6.0969	636.6226	94.5781	0.0718	38.2236	0.2584	762	-0.1607	2.7675	1.4358	1.0155	38.2245	0.2110	5.3475e+04	0.0093	1.1935	0.0815	0.0718	35.4865	5.6470	742	0.9135	4.0139	27.3664	1.4667	35.9327	3.8855	4.9647e+04	258.9550	266.9579	48.8295	1.5035	-0.1489	0.0238	742	-0.5617	3.6998	0.1299	1.4892	0.1508	0.0177	208.3226	0.0042	0.0039	0.0012	0.5027	35.5164	2.7873	824	-0.6977	2.7095	14.2182	1.1540	35.6255	2.2899	4.9685e+04	0.4130	112.3114	18.8764	1.1669	7.2248	0.0235	762	-0.6005	2.6815	0.1184	1.0067	7.2248	0.0194	1.0107e+04	0	0.0081	0.0017	0.0763	010
877.3067	6.4694	762	-0.1592	2.9126	38.6956	1.0199	877.3306	5.1944	1.2274e+06	8.6159	632.5553	81.5264	0.0718	38.2759	0.2634	762	-0.2948	2.9816	1.5860	1.0172	38.2769	0.2131	5.3548e+04	0.0096	1.1173	0.1001	0.0718	35.4268	6.0410	742	0.7257	3.5544	27.9492	1.4669	35.9378	4.2431	4.9562e+04	344.5141	282.2247	52.3378	2.9755	-0.1481	0.0256	742	-0.4711	3.4289	0.1489	1.5344	0.1503	0.0193	207.1625	0.0056	0.0042	0.0012	1.5080	35.4729	2.7971	824	-0.6249	2.6187	14.0424	1.1673	35.5829	2.3193	4.9623e+04	0.9829	110.8353	18.0439	2.9755	7.2256	0.0237	824	-0.5712	2.5840	0.1230	1.0072	7.2256	0.0195	1.0109e+04	0.0001	0.0074	0.0016	0.0763	010
875.9935	6.2842	762	-0.2005	2.8931	40.3054	1.0207	876.0160	5.0930	1.2255e+06	8.2364	581.3196	102.1370	0.0718	38.2157	0.2643	762	-0.1872	2.7513	1.4919	1.0164	38.2166	0.2158	5.3464e+04	0.0059	1.2760	0.0959	2.3697	35.5147	5.6024	742	0.8858	3.9300	26.8680	1.4458	35.9535	3.8719	4.9687e+04	245.0942	261.7905	51.7134	1.0547	-0.1486	0.0241	742	-0.5810	3.5747	0.1413	1.5430	0.1505	0.0181	207.8558	0.0044	0.0039	0.0013	2.2889	35.5446	2.7647	824	-0.7081	2.7141	13.2926	1.1465	35.6519	2.2723	4.9725e+04	0.6260	104.7737	19.0908	3.0743	7.2251	0.0238	824	-0.6020	2.7776	0.1347	1.0080	7.2251	0.0193	1.0108e+04	0.0001	0.0081	0.0013	0.0763	010
875.8088	6.5030	762	-0.1564	2.7900	37.4500	1.0188	875.8329	5.2668	1.2253e+06	4.7969	693.6721	95.5818	2.3697	38.2186	0.2555	762	-0.2241	2.7777	1.4752	1.0175	38.2194	0.2092	5.3468e+04	0.0042	1.1429	0.0887	0.0718	35.4939	5.6155	742	0.9418	4.0414	26.0215	1.4380	35.9350	3.8730	4.9657e+04	252.3783	248.9504	57.0381	2.8229	-0.1479	0.0242	742	-0.7000	3.8709	0.1368	1.5384	0.1498	0.0179	206.8531	0.0046	0.0044	0.0011	1.2701	35.5238	2.7558	762	-0.6945	2.7072	13.1790	1.1432	35.6304	2.2613	4.9696e+04	0.8724	100.8455	22.2468	2.8185	7.2258	0.0234	824	-0.6295	2.6937	0.1181	1.0068	7.2259	0.0192	1.0109e+04	0.0001	0.0073	0.0015	0.0763	010
879.5295	6.5715	763	-0.3675	3.1340	40.4308	1.0211	879.5540	5.2065	1.2305e+06	15.8254	592.1412	88.1040	0.0718	38.3782	0.2776	763	-0.3673	3.0401	1.5861	1.0157	38.3792	0.2225	5.3691e+04	0.0297	1.2674	0.0903	2.4101	35.4068	6.5687	742	0.5098	3.0764	29.1726	1.4529	36.0105	4.7301	4.9537e+04	455.1606	301.6562	55.9565	2.3697	-0.1480	0.0275	742	-0.2861	2.9866	0.1507	1.5529	0.1505	0.0213	206.9942	0.0079	0.0050	0.0013	1.5798	35.4899	2.8556	824	-0.6178	2.4882	13.6498	1.1544	35.6045	2.3743	4.9649e+04	2.0581	96.4745	32.0661	2.3652	7.2258	0.0238	824	-0.6047	2.7487	0.1412	1.0078	7.2258	0.0196	1.0109e+04	0.0002	0.0059	0.0019	0.0718	010
876.1894	6.2795	762	-0.0961	2.6110	37.7138	1.0190	876.2119	5.1622	1.2258e+06	9.5052	693.6480	87.3748	2.4101	38.2327	0.2522	762	-0.0968	2.6440	1.5092	1.0153	38.2335	0.2080	5.3488e+04	0.0041	1.3001	0.0867	0.0718	35.5083	4.2058	742	1.4587	5.8489	23.8220	1.4404	35.7563	2.7804	4.9678e+04	81.5968	176.1017	40.0251	3.0653	-0.1489	0.0183	742	-0.8272	4.3656	0.1225	1.4762	0.1500	0.0138	208.2631	0.0013	0.0024	0.0011	2.3697	35.5325	2.7580	824	-0.7247	2.6925	12.9393	1.1360	35.6393	2.2831	4.9710e+04	0.5070	106.4018	16.7752	1.4406	7.2253	0.0236	762	-0.6653	2.7770	0.1193	1.0067	7.2253	0.0191	1.0108e+04	0	0.0076	0.0015	0.0763	000
876.2522	6.1537	762	-0.0556	2.7145	38.1754	1.0174	876.2738	5.0264	1.2259e+06	4.2733	712.2715	85.9629	0.0718	38.2309	0.2541	762	-0.1471	2.7810	1.4317	1.0157	38.2317	0.2062	5.3485e+04	0.0097	1.1268	0.0982	0.0718	35.5213	4.2297	742	1.4399	5.7090	22.8170	1.4252	35.7721	2.8422	4.9692e+04	74.6438	182.6142	41.2825	2.9486	-0.1486	0.0180	721	-0.8001	4.0752	0.1160	1.4597	0.1497	0.0135	207.8487	0.0010	0.0029	0.0010	1.4406	35.5455	2.7665	762	-0.6925	2.7859	13.7755	1.1499	35.6530	2.2535	4.9724e+04	0.8000	98.3111	16.0468	2.9486	7.2256	0.0234	824	-0.6448	2.6613	0.1159	1.0063	7.2256	0.0193	1.0109e+04	0.0001	0.0073	0.0014	0.0763	000
875.8609	6.2289	762	-0.1125	2.8662	37.8539	1.0188	875.8831	5.0080	1.2253e+06	9.3071	592.2649	98.4729	0.0718	38.2164	0.2554	762	-0.1694	2.6960	1.4504	1.0159	38.2172	0.2090	5.3465e+04	0.0088	1.2564	0.0828	0.0718	35.5235	4.6626	742	1.2738	5.1111	24.0926	1.4358	35.8279	3.1263	4.9699e+04	125.8567	224.0560	35.5389	1.6202	-0.1484	0.0200	742	-0.8192	4.2209	0.1244	1.4885	0.1497	0.0148	207.5991	0.0020	0.0035	0.0012	2.4101	35.5506	2.7457	762	-0.7534	2.8371	13.2566	1.1399	35.6564	2.2468	4.9734e+04	0.5647	107.9105	15.0169	2.5133	7.2256	0.0235	762	-0.5906	2.7891	0.1278	1.0072	7.2256	0.0190	1.0109e+04	0.0001	0.0066	0.0014	0.0763	010
905.5399	9.7997	702	-0.6002	3.5434	60.2240	1.0275	905.5929	7.6266	1.2669e+06	354.1700	755.3777	88.1384	1.4721	39.5110	0.4042	702	-0.7020	3.8039	2.4907	1.0259	39.5131	0.3115	5.5277e+04	0.5419	1.2162	0.0983	1.1624	35.5716	8.6747	722	-0.1382	2.0880	31.6907	1.3974	36.6133	6.8011	4.9772e+04	1.2763e+03	171.6328	48.3777	3.0249	-0.1484	0.0357	722	0.1776	2.2231	0.1573	1.4925	0.1527	0.0288	207.6939	0.0204	0.0028	0.0012	2.5088	35.7000	4.2276	765	-1.6517	6.5309	26.5100	1.2027	35.9493	3.1606	4.9941e+04	67.4845	186.7457	99.3873	2.0555	7.2281	0.0336	765	-1.3795	5.4496	0.1980	1.0078	7.2281	0.0258	1.0112e+04	0.0045	0.0117	0.0060	0.0718	010
889.1486	7.5548	763	-0.4763	3.4548	46.1852	1.0205	889.1807	5.9052	1.2439e+06	83.1787	602.1119	96.2954	0.0673	38.7967	0.3194	763	-0.6076	3.7249	2.0621	1.0194	38.7980	0.2485	5.4277e+04	0.1892	1.1786	0.0974	0.0673	35.5241	7.5616	722	0.1466	2.4433	30.6970	1.4287	36.3194	5.6788	4.9701e+04	782.0980	267.4703	52.2734	2.1991	-0.1484	0.0317	722	0.0368	2.5927	0.1537	1.4830	0.1518	0.0246	207.6507	0.0129	0.0037	0.0014	0.8931	35.5944	3.1817	763	-0.8173	3.1397	17.8142	1.1524	35.7362	2.6075	4.9794e+04	13.6582	105.0885	59.2556	1.7458	7.2263	0.0266	763	-0.6144	2.8228	0.1530	1.0077	7.2263	0.0218	1.0110e+04	0.0008	0.0065	0.0037	0.0718	010
